date,AAPL,AMGN,AMZN,CPRT,EL,GS,ILMN,MA,PAA,RIO,TEF,UPS
13-07-03,-115.091,-309.841,-568.543,-9.627,173.676,-627.7475966,-13.395,-59.20459656,-3.768,1124.827,-324.512,458.635
14-07-03,-115.204,-310.126,-569.088,-9.638,173.792,-628.3582894,-13.43,-59.27028937,-3.792,1125.656,-324.786,458.946
15-07-03,-115.317,-310.411,-569.633,-9.649,173.908,-628.9689822,-13.465,-59.33598217,-3.816,1126.485,-325.06,459.257
16-07-03,-115.43,-310.696,-570.178,-9.66,174.024,-629.579675,-13.5,-59.40167498,-3.84,1127.314,-325.334,459.568
17-07-03,-115.543,-310.981,-570.723,-9.671,174.14,-630.1903678,-13.535,-59.46736778,-3.864,1128.143,-325.608,459.879
18-07-03,-115.656,-311.266,-571.268,-9.682,174.256,-630.8010606,-13.57,-59.53306059,-3.888,1128.972,-325.882,460.19
19-07-03,-115.769,-311.551,-571.813,-9.693,174.372,-631.4117534,-13.605,-59.59875339,-3.912,1129.801,-326.156,460.501
20-07-03,-115.882,-311.836,-572.358,-9.704,174.488,-632.0224462,-13.64,-59.6644462,-3.936,1130.63,-326.43,460.812
21-07-03,-115.995,-312.121,-572.903,-9.715,174.604,-632.633139,-13.675,-59.730139,-3.96,1131.459,-326.704,461.123
22-07-03,-116.108,-312.406,-573.448,-9.726,174.72,-633.2438318,-13.71,-59.79583181,-3.984,1132.288,-326.978,461.434
23-07-03,-116.221,-312.691,-573.993,-9.737,174.836,-633.8545246,-13.745,-59.86152461,-4.008,1133.117,-327.252,461.745
24-07-03,-116.334,-312.976,-574.538,-9.748,174.952,-634.4652174,-13.78,-59.92721742,-4.032,1133.946,-327.526,462.056
25-07-03,-116.447,-313.261,-575.083,-9.759,175.068,-635.0759102,-13.815,-59.99291022,-4.056,1134.775,-327.8,462.367
26-07-03,-116.56,-313.546,-575.628,-9.77,175.184,-635.686603,-13.85,-60.05860303,-4.08,1135.604,-328.074,462.678
27-07-03,-116.673,-313.831,-576.173,-9.781,175.3,-636.2972958,-13.885,-60.12429583,-4.104,1136.433,-328.348,462.989
28-07-03,-116.786,-314.116,-576.718,-9.792,175.416,-636.9079886,-13.92,-60.18998864,-4.128,1137.262,-328.622,463.3
29-07-03,-116.899,-314.401,-577.263,-9.803,175.532,-637.5186814,-13.955,-60.25568144,-4.152,1138.091,-328.896,463.611
30-07-03,-117.012,-314.686,-577.808,-9.814,175.648,-638.1293742,-13.99,-60.32137425,-4.176,1138.92,-329.17,463.922
31-07-03,-117.125,-314.971,-578.353,-9.825,175.764,-638.7400671,-14.025,-60.38706705,-4.2,1139.749,-329.444,464.233
01-08-03,-117.238,-315.256,-578.898,-9.836,175.88,-639.3507599,-14.06,-60.45275986,-4.224,1140.578,-329.718,464.544
02-08-03,-117.351,-315.541,-579.443,-9.847,175.996,-639.9614527,-14.095,-60.51845266,-4.248,1141.407,-329.992,464.855
03-08-03,-117.464,-315.826,-579.988,-9.858,176.112,-640.5721455,-14.13,-60.58414547,-4.272,1142.236,-330.266,465.166
04-08-03,-117.577,-316.111,-580.533,-9.869,176.228,-641.1828383,-14.165,-60.64983827,-4.296,1143.065,-330.54,465.477
05-08-03,-117.69,-316.396,-581.078,-9.88,176.344,-641.7935311,-14.2,-60.71553108,-4.32,1143.894,-330.814,465.788
06-08-03,-117.803,-316.681,-581.623,-9.891,176.46,-642.4042239,-14.235,-60.78122388,-4.344,1144.723,-331.088,466.099
07-08-03,-117.916,-316.966,-582.168,-9.902,176.576,-643.0149167,-14.27,-60.84691669,-4.368,1145.552,-331.362,466.41
08-08-03,-118.029,-317.251,-582.713,-9.913,176.692,-643.6256095,-14.305,-60.91260949,-4.392,1146.381,-331.636,466.721
09-08-03,-118.142,-317.536,-583.258,-9.924,176.808,-644.2363023,-14.34,-60.9783023,-4.416,1147.21,-331.91,467.032
10-08-03,-118.255,-317.821,-583.803,-9.935,176.924,-644.8469951,-14.375,-61.0439951,-4.44,1148.039,-332.184,467.343
11-08-03,-118.368,-318.106,-584.348,-9.946,177.04,-645.4576879,-14.41,-61.10968791,-4.464,1148.868,-332.458,467.654
12-08-03,-118.481,-318.391,-584.893,-9.957,177.156,-646.0683807,-14.445,-61.17538071,-4.488,1149.697,-332.732,467.965
13-08-03,-118.594,-318.676,-585.438,-9.968,177.272,-646.6790735,-14.48,-61.24107352,-4.512,1150.526,-333.006,468.276
14-08-03,-118.707,-318.961,-585.983,-9.979,177.388,-647.2897663,-14.515,-61.30676632,-4.536,1151.355,-333.28,468.587
15-08-03,-118.82,-319.246,-586.528,-9.99,177.504,-647.9004591,-14.55,-61.37245913,-4.56,1152.184,-333.554,468.898
16-08-03,-118.933,-319.531,-587.073,-10.001,177.62,-648.5111519,-14.585,-61.43815193,-4.584,1153.013,-333.828,469.209
17-08-03,-119.046,-319.816,-587.618,-10.012,177.736,-649.1218447,-14.62,-61.50384474,-4.608,1153.842,-334.102,469.52
18-08-03,-119.159,-320.101,-588.163,-10.023,177.852,-649.7325375,-14.655,-61.56953754,-4.632,1154.671,-334.376,469.831
19-08-03,-119.272,-320.386,-588.708,-10.034,177.968,-650.3432303,-14.69,-61.63523035,-4.656,1155.5,-334.65,470.142
20-08-03,-119.385,-320.671,-589.253,-10.045,178.084,-650.9539232,-14.725,-61.70092315,-4.68,1156.329,-334.924,470.453
21-08-03,-119.498,-320.956,-589.798,-10.056,178.2,-651.564616,-14.76,-61.76661596,-4.704,1157.158,-335.198,470.764
22-08-03,-119.611,-321.241,-590.343,-10.067,178.316,-652.1753088,-14.795,-61.83230876,-4.728,1157.987,-335.472,471.075
23-08-03,-119.724,-321.526,-590.888,-10.078,178.432,-652.7860016,-14.83,-61.89800157,-4.752,1158.816,-335.746,471.386
24-08-03,-119.837,-321.811,-591.433,-10.089,178.548,-653.3966944,-14.865,-61.96369437,-4.776,1159.645,-336.02,471.697
25-08-03,-119.95,-322.096,-591.978,-10.1,178.664,-654.0073872,-14.9,-62.02938718,-4.8,1160.474,-336.294,472.008
26-08-03,-120.063,-322.381,-592.523,-10.111,178.78,-654.61808,-14.935,-62.09507998,-4.824,1161.303,-336.568,472.319
27-08-03,-120.176,-322.666,-593.068,-10.122,178.896,-655.2287728,-14.97,-62.16077279,-4.848,1162.132,-336.842,472.63
28-08-03,-120.289,-322.951,-593.613,-10.133,179.012,-655.8394656,-15.005,-62.22646559,-4.872,1162.961,-337.116,472.941
29-08-03,-120.402,-323.236,-594.158,-10.144,179.128,-656.4501584,-15.04,-62.2921584,-4.896,1163.79,-337.39,473.252
30-08-03,-120.515,-323.521,-594.703,-10.155,179.244,-657.0608512,-15.075,-62.3578512,-4.92,1164.619,-337.664,473.563
31-08-03,-120.628,-323.806,-595.248,-10.166,179.36,-657.671544,-15.11,-62.42354401,-4.944,1165.448,-337.938,473.874
01-09-03,-120.741,-324.091,-595.793,-10.177,179.476,-658.2822368,-15.145,-62.48923681,-4.968,1166.277,-338.212,474.185
02-09-03,-120.854,-324.376,-596.338,-10.188,179.592,-658.8929296,-15.18,-62.55492962,-4.992,1167.106,-338.486,474.496
03-09-03,-120.967,-324.661,-596.883,-10.199,179.708,-659.5036224,-15.215,-62.62062242,-5.016,1167.935,-338.76,474.807
04-09-03,-121.08,-324.946,-597.428,-10.21,179.824,-660.1143152,-15.25,-62.68631523,-5.04,1168.764,-339.034,475.118
05-09-03,-121.193,-325.231,-597.973,-10.221,179.94,-660.725008,-15.285,-62.75200803,-5.064,1169.593,-339.308,475.429
06-09-03,-121.306,-325.516,-598.518,-10.232,180.056,-661.3357008,-15.32,-62.81770084,-5.088,1170.422,-339.582,475.74
07-09-03,-121.419,-325.801,-599.063,-10.243,180.172,-661.9463936,-15.355,-62.88339364,-5.112,1171.251,-339.856,476.051
08-09-03,-121.532,-326.086,-599.608,-10.254,180.288,-662.5570864,-15.39,-62.94908645,-5.136,1172.08,-340.13,476.362
09-09-03,-121.645,-326.371,-600.153,-10.265,180.404,-663.1677793,-15.425,-63.01477925,-5.16,1172.909,-340.404,476.673
10-09-03,-121.758,-326.656,-600.698,-10.276,180.52,-663.7784721,-15.46,-63.08047206,-5.184,1173.738,-340.678,476.984
11-09-03,-121.871,-326.941,-601.243,-10.287,180.636,-664.3891649,-15.495,-63.14616486,-5.208,1174.567,-340.952,477.295
12-09-03,-121.984,-327.226,-601.788,-10.298,180.752,-664.9998577,-15.53,-63.21185767,-5.232,1175.396,-341.226,477.606
13-09-03,-122.097,-327.511,-602.333,-10.309,180.868,-665.6105505,-15.565,-63.27755047,-5.256,1176.225,-341.5,477.917
14-09-03,-122.21,-327.796,-602.878,-10.32,180.984,-666.2212433,-15.6,-63.34324328,-5.28,1177.054,-341.774,478.228
15-09-03,-122.323,-328.081,-603.423,-10.331,181.1,-666.8319361,-15.635,-63.40893608,-5.304,1177.883,-342.048,478.539
16-09-03,-122.436,-328.366,-603.968,-10.342,181.216,-667.4426289,-15.67,-63.47462889,-5.328,1178.712,-342.322,478.85
17-09-03,-122.549,-328.651,-604.513,-10.353,181.332,-668.0533217,-15.705,-63.54032169,-5.352,1179.541,-342.596,479.161
18-09-03,-122.662,-328.936,-605.058,-10.364,181.448,-668.6640145,-15.74,-63.6060145,-5.376,1180.37,-342.87,479.472
19-09-03,-122.775,-329.221,-605.603,-10.375,181.564,-669.2747073,-15.775,-63.6717073,-5.4,1181.199,-343.144,479.783
20-09-03,-122.888,-329.506,-606.148,-10.386,181.68,-669.8854001,-15.81,-63.73740011,-5.424,1182.028,-343.418,480.094
21-09-03,-123.001,-329.791,-606.693,-10.397,181.796,-670.4960929,-15.845,-63.80309291,-5.448,1182.857,-343.692,480.405
22-09-03,-123.114,-330.076,-607.238,-10.408,181.912,-671.1067857,-15.88,-63.86878572,-5.472,1183.686,-343.966,480.716
23-09-03,-123.227,-330.361,-607.783,-10.419,182.028,-671.7174785,-15.915,-63.93447852,-5.496,1184.515,-344.24,481.027
24-09-03,-123.34,-330.646,-608.328,-10.43,182.144,-672.3281713,-15.95,-64.00017133,-5.52,1185.344,-344.514,481.338
25-09-03,-123.453,-330.931,-608.873,-10.441,182.26,-672.9388641,-15.985,-64.06586413,-5.544,1186.173,-344.788,481.649
26-09-03,-123.566,-331.216,-609.418,-10.452,182.376,-673.5495569,-16.02,-64.13155694,-5.568,1187.002,-345.062,481.96
27-09-03,-123.679,-331.501,-609.963,-10.463,182.492,-674.1602497,-16.055,-64.19724974,-5.592,1187.831,-345.336,482.271
28-09-03,-123.792,-331.786,-610.508,-10.474,182.608,-674.7709425,-16.09,-64.26294255,-5.616,1188.66,-345.61,482.582
29-09-03,-123.905,-332.071,-611.053,-10.485,182.724,-675.3816354,-16.125,-64.32863535,-5.64,1189.489,-345.884,482.893
30-09-03,-124.018,-332.356,-611.598,-10.496,182.84,-675.9923282,-16.16,-64.39432816,-5.664,1190.318,-346.158,483.204
01-10-03,-124.131,-332.641,-612.143,-10.507,182.956,-676.603021,-16.195,-64.46002096,-5.688,1191.147,-346.432,483.515
02-10-03,-124.244,-332.926,-612.688,-10.518,183.072,-677.2137138,-16.23,-64.52571377,-5.712,1191.976,-346.706,483.826
03-10-03,-124.357,-333.211,-613.233,-10.529,183.188,-677.8244066,-16.265,-64.59140657,-5.736,1192.805,-346.98,484.137
04-10-03,-124.47,-333.496,-613.778,-10.54,183.304,-678.4350994,-16.3,-64.65709938,-5.76,1193.634,-347.254,484.448
05-10-03,-124.583,-333.781,-614.323,-10.551,183.42,-679.0457922,-16.335,-64.72279218,-5.784,1194.463,-347.528,484.759
06-10-03,-124.696,-334.066,-614.868,-10.562,183.536,-679.656485,-16.37,-64.78848499,-5.808,1195.292,-347.802,485.07
07-10-03,-124.809,-334.351,-615.413,-10.573,183.652,-680.2671778,-16.405,-64.85417779,-5.832,1196.121,-348.076,485.381
08-10-03,-124.922,-334.636,-615.958,-10.584,183.768,-680.8778706,-16.44,-64.9198706,-5.856,1196.95,-348.35,485.692
09-10-03,-125.035,-334.921,-616.503,-10.595,183.884,-681.4885634,-16.475,-64.9855634,-5.88,1197.779,-348.624,486.003
10-10-03,-125.148,-335.206,-617.048,-10.606,184,-682.0992562,-16.51,-65.05125621,-5.904,1198.608,-348.898,486.314
11-10-03,-125.261,-335.491,-617.593,-10.617,184.116,-682.709949,-16.545,-65.11694901,-5.928,1199.437,-349.172,486.625
12-10-03,-125.374,-335.776,-618.138,-10.628,184.232,-683.3206418,-16.58,-65.18264182,-5.952,1200.266,-349.446,486.936
13-10-03,-125.487,-336.061,-618.683,-10.639,184.348,-683.9313346,-16.615,-65.24833462,-5.976,1201.095,-349.72,487.247
14-10-03,-125.6,-336.346,-619.228,-10.65,184.464,-684.5420274,-16.65,-65.31402743,-6,1201.924,-349.994,487.558
15-10-03,-125.713,-336.631,-619.773,-10.661,184.58,-685.1527202,-16.685,-65.37972023,-6.024,1202.753,-350.268,487.869
16-10-03,-125.826,-336.916,-620.318,-10.672,184.696,-685.763413,-16.72,-65.44541304,-6.048,1203.582,-350.542,488.18
17-10-03,-125.939,-337.201,-620.863,-10.683,184.812,-686.3741058,-16.755,-65.51110584,-6.072,1204.411,-350.816,488.491
18-10-03,-126.052,-337.486,-621.408,-10.694,184.928,-686.9847986,-16.79,-65.57679865,-6.096,1205.24,-351.09,488.802
19-10-03,-126.165,-337.771,-621.953,-10.705,185.044,-687.5954915,-16.825,-65.64249145,-6.12,1206.069,-351.364,489.113
20-10-03,-126.278,-338.056,-622.498,-10.716,185.16,-688.2061843,-16.86,-65.70818426,-6.144,1206.898,-351.638,489.424
21-10-03,-126.391,-338.341,-623.043,-10.727,185.276,-688.8168771,-16.895,-65.77387706,-6.168,1207.727,-351.912,489.735
22-10-03,-126.504,-338.626,-623.588,-10.738,185.392,-689.4275699,-16.93,-65.83956987,-6.192,1208.556,-352.186,490.046
23-10-03,-126.617,-338.911,-624.133,-10.749,185.508,-690.0382627,-16.965,-65.90526267,-6.216,1209.385,-352.46,490.357
24-10-03,-126.73,-339.196,-624.678,-10.76,185.624,-690.6489555,-17,-65.97095548,-6.24,1210.214,-352.734,490.668
25-10-03,-126.843,-339.481,-625.223,-10.771,185.74,-691.2596483,-17.035,-66.03664828,-6.264,1211.043,-353.008,490.979
26-10-03,-126.956,-339.766,-625.768,-10.782,185.856,-691.8703411,-17.07,-66.10234108,-6.288,1211.872,-353.282,491.29
27-10-03,-127.069,-340.051,-626.313,-10.793,185.972,-692.4810339,-17.105,-66.16803389,-6.312,1212.701,-353.556,491.601
28-10-03,-127.182,-340.336,-626.858,-10.804,186.088,-693.0917267,-17.14,-66.23372669,-6.336,1213.53,-353.83,491.912
29-10-03,-127.295,-340.621,-627.403,-10.815,186.204,-693.7024195,-17.175,-66.2994195,-6.36,1214.359,-354.104,492.223
30-10-03,-127.408,-340.906,-627.948,-10.826,186.32,-694.3131123,-17.21,-66.3651123,-6.384,1215.188,-354.378,492.534
31-10-03,-127.521,-341.191,-628.493,-10.837,186.436,-694.9238051,-17.245,-66.43080511,-6.408,1216.017,-354.652,492.845
01-11-03,-127.634,-341.476,-629.038,-10.848,186.552,-695.5344979,-17.28,-66.49649791,-6.432,1216.846,-354.926,493.156
02-11-03,-127.747,-341.761,-629.583,-10.859,186.668,-696.1451907,-17.315,-66.56219072,-6.456,1217.675,-355.2,493.467
03-11-03,-127.86,-342.046,-630.128,-10.87,186.784,-696.7558835,-17.35,-66.62788352,-6.48,1218.504,-355.474,493.778
04-11-03,-127.973,-342.331,-630.673,-10.881,186.9,-697.3665763,-17.385,-66.69357633,-6.504,1219.333,-355.748,494.089
05-11-03,-128.086,-342.616,-631.218,-10.892,187.016,-697.9772691,-17.42,-66.75926913,-6.528,1220.162,-356.022,494.4
06-11-03,-128.199,-342.901,-631.763,-10.903,187.132,-698.5879619,-17.455,-66.82496194,-6.552,1220.991,-356.296,494.711
07-11-03,-128.312,-343.186,-632.308,-10.914,187.248,-699.1986547,-17.49,-66.89065474,-6.576,1221.82,-356.57,495.022
08-11-03,-128.425,-343.471,-632.853,-10.925,187.364,-699.8093475,-17.525,-66.95634755,-6.6,1222.649,-356.844,495.333
09-11-03,-128.538,-343.756,-633.398,-10.936,187.48,-700.4200404,-17.56,-67.02204035,-6.624,1223.478,-357.118,495.644
10-11-03,-128.651,-344.041,-633.943,-10.947,187.596,-701.0307332,-17.595,-67.08773316,-6.648,1224.307,-357.392,495.955
11-11-03,-128.764,-344.326,-634.488,-10.958,187.712,-701.641426,-17.63,-67.15342596,-6.672,1225.136,-357.666,496.266
12-11-03,-128.877,-344.611,-635.033,-10.969,187.828,-702.2521188,-17.665,-67.21911877,-6.696,1225.965,-357.94,496.577
13-11-03,-128.99,-344.896,-635.578,-10.98,187.944,-702.8628116,-17.7,-67.28481157,-6.72,1226.794,-358.214,496.888
14-11-03,-129.103,-345.181,-636.123,-10.991,188.06,-703.4735044,-17.735,-67.35050438,-6.744,1227.623,-358.488,497.199
15-11-03,-129.216,-345.466,-636.668,-11.002,188.176,-704.0841972,-17.77,-67.41619718,-6.768,1228.452,-358.762,497.51
16-11-03,-129.329,-345.751,-637.213,-11.013,188.292,-704.69489,-17.805,-67.48188999,-6.792,1229.281,-359.036,497.821
17-11-03,-129.442,-346.036,-637.758,-11.024,188.408,-705.3055828,-17.84,-67.54758279,-6.816,1230.11,-359.31,498.132
18-11-03,-129.555,-346.321,-638.303,-11.035,188.524,-705.9162756,-17.875,-67.6132756,-6.84,1230.939,-359.584,498.443
19-11-03,-129.668,-346.606,-638.848,-11.046,188.64,-706.5269684,-17.91,-67.6789684,-6.864,1231.768,-359.858,498.754
20-11-03,-129.781,-346.891,-639.393,-11.057,188.756,-707.1376612,-17.945,-67.74466121,-6.888,1232.597,-360.132,499.065
21-11-03,-129.894,-347.176,-639.938,-11.068,188.872,-707.748354,-17.98,-67.81035401,-6.912,1233.426,-360.406,499.376
22-11-03,-130.007,-347.461,-640.483,-11.079,188.988,-708.3590468,-18.015,-67.87604682,-6.936,1234.255,-360.68,499.687
23-11-03,-130.12,-347.746,-641.028,-11.09,189.104,-708.9697396,-18.05,-67.94173962,-6.96,1235.084,-360.954,499.998
24-11-03,-130.233,-348.031,-641.573,-11.101,189.22,-709.5804324,-18.085,-68.00743243,-6.984,1235.913,-361.228,500.309
25-11-03,-130.346,-348.316,-642.118,-11.112,189.336,-710.1911252,-18.12,-68.07312523,-7.008,1236.742,-361.502,500.62
26-11-03,-130.459,-348.601,-642.663,-11.123,189.452,-710.801818,-18.155,-68.13881804,-7.032,1237.571,-361.776,500.931
27-11-03,-130.572,-348.886,-643.208,-11.134,189.568,-711.4125108,-18.19,-68.20451084,-7.056,1238.4,-362.05,501.242
28-11-03,-130.685,-349.171,-643.753,-11.145,189.684,-712.0232036,-18.225,-68.27020365,-7.08,1239.229,-362.324,501.553
29-11-03,-130.798,-349.456,-644.298,-11.156,189.8,-712.6338965,-18.26,-68.33589645,-7.104,1240.058,-362.598,501.864
30-11-03,-130.911,-349.741,-644.843,-11.167,189.916,-713.2445893,-18.295,-68.40158926,-7.128,1240.887,-362.872,502.175
01-12-03,-131.024,-350.026,-645.388,-11.178,190.032,-713.8552821,-18.33,-68.46728206,-7.152,1241.716,-363.146,502.486
02-12-03,-131.137,-350.311,-645.933,-11.189,190.148,-714.4659749,-18.365,-68.53297487,-7.176,1242.545,-363.42,502.797
03-12-03,-131.25,-350.596,-646.478,-11.2,190.264,-715.0766677,-18.4,-68.59866767,-7.2,1243.374,-363.694,503.108
04-12-03,-131.363,-350.881,-647.023,-11.211,190.38,-715.6873605,-18.435,-68.66436048,-7.224,1244.203,-363.968,503.419
05-12-03,-131.476,-351.166,-647.568,-11.222,190.496,-716.2980533,-18.47,-68.73005328,-7.248,1245.032,-364.242,503.73
06-12-03,-131.589,-351.451,-648.113,-11.233,190.612,-716.9087461,-18.505,-68.79574609,-7.272,1245.861,-364.516,504.041
07-12-03,-131.702,-351.736,-648.658,-11.244,190.728,-717.5194389,-18.54,-68.86143889,-7.296,1246.69,-364.79,504.352
08-12-03,-131.815,-352.021,-649.203,-11.255,190.844,-718.1301317,-18.575,-68.9271317,-7.32,1247.519,-365.064,504.663
09-12-03,-131.928,-352.306,-649.748,-11.266,190.96,-718.7408245,-18.61,-68.9928245,-7.344,1248.348,-365.338,504.974
10-12-03,-132.041,-352.591,-650.293,-11.277,191.076,-719.3515173,-18.645,-69.05851731,-7.368,1249.177,-365.612,505.285
11-12-03,-132.154,-352.876,-650.838,-11.288,191.192,-719.9622101,-18.68,-69.12421011,-7.392,1250.006,-365.886,505.596
12-12-03,-132.267,-353.161,-651.383,-11.299,191.308,-720.5729029,-18.715,-69.18990292,-7.416,1250.835,-366.16,505.907
13-12-03,-132.38,-353.446,-651.928,-11.31,191.424,-721.1835957,-18.75,-69.25559572,-7.44,1251.664,-366.434,506.218
14-12-03,-132.493,-353.731,-652.473,-11.321,191.54,-721.7942885,-18.785,-69.32128853,-7.464,1252.493,-366.708,506.529
15-12-03,-132.606,-354.016,-653.018,-11.332,191.656,-722.4049813,-18.82,-69.38698133,-7.488,1253.322,-366.982,506.84
16-12-03,-132.719,-354.301,-653.563,-11.343,191.772,-723.0156741,-18.855,-69.45267414,-7.512,1254.151,-367.256,507.151
17-12-03,-132.832,-354.586,-654.108,-11.354,191.888,-723.6263669,-18.89,-69.51836694,-7.536,1254.98,-367.53,507.462
18-12-03,-132.945,-354.871,-654.653,-11.365,192.004,-724.2370597,-18.925,-69.58405975,-7.56,1255.809,-367.804,507.773
19-12-03,-133.058,-355.156,-655.198,-11.376,192.12,-724.8477526,-18.96,-69.64975255,-7.584,1256.638,-368.078,508.084
20-12-03,-133.171,-355.441,-655.743,-11.387,192.236,-725.4584454,-18.995,-69.71544536,-7.608,1257.467,-368.352,508.395
21-12-03,-133.284,-355.726,-656.288,-11.398,192.352,-726.0691382,-19.03,-69.78113816,-7.632,1258.296,-368.626,508.706
22-12-03,-133.397,-356.011,-656.833,-11.409,192.468,-726.679831,-19.065,-69.84683097,-7.656,1259.125,-368.9,509.017
23-12-03,-133.51,-356.296,-657.378,-11.42,192.584,-727.2905238,-19.1,-69.91252377,-7.68,1259.954,-369.174,509.328
24-12-03,-133.623,-356.581,-657.923,-11.431,192.7,-727.9012166,-19.135,-69.97821658,-7.704,1260.783,-369.448,509.639
25-12-03,-133.736,-356.866,-658.468,-11.442,192.816,-728.5119094,-19.17,-70.04390938,-7.728,1261.612,-369.722,509.95
26-12-03,-133.849,-357.151,-659.013,-11.453,192.932,-729.1226022,-19.205,-70.10960219,-7.752,1262.441,-369.996,510.261
27-12-03,-133.962,-357.436,-659.558,-11.464,193.048,-729.733295,-19.24,-70.17529499,-7.776,1263.27,-370.27,510.572
28-12-03,-134.075,-357.721,-660.103,-11.475,193.164,-730.3439878,-19.275,-70.2409878,-7.8,1264.099,-370.544,510.883
29-12-03,-134.188,-358.006,-660.648,-11.486,193.28,-730.9546806,-19.31,-70.3066806,-7.824,1264.928,-370.818,511.194
30-12-03,-134.301,-358.291,-661.193,-11.497,193.396,-731.5653734,-19.345,-70.37237341,-7.848,1265.757,-371.092,511.505
31-12-03,-134.414,-358.576,-661.738,-11.508,193.512,-732.1760662,-19.38,-70.43806621,-7.872,1266.586,-371.366,511.816
01-01-04,-134.527,-358.861,-662.283,-11.519,193.628,-732.786759,-19.415,-70.50375902,-7.896,1267.415,-371.64,512.127
02-01-04,-134.64,-359.146,-662.828,-11.53,193.744,-733.3974518,-19.45,-70.56945182,-7.92,1268.244,-371.914,512.438
03-01-04,-134.753,-359.431,-663.373,-11.541,193.86,-734.0081446,-19.485,-70.63514463,-7.944,1269.073,-372.188,512.749
04-01-04,-134.866,-359.716,-663.918,-11.552,193.976,-734.6188374,-19.52,-70.70083743,-7.968,1269.902,-372.462,513.06
05-01-04,-134.979,-360.001,-664.463,-11.563,194.092,-735.2295302,-19.555,-70.76653024,-7.992,1270.731,-372.736,513.371
06-01-04,-135.092,-360.286,-665.008,-11.574,194.208,-735.840223,-19.59,-70.83222304,-8.016,1271.56,-373.01,513.682
07-01-04,-135.205,-360.571,-665.553,-11.585,194.324,-736.4509158,-19.625,-70.89791585,-8.04,1272.389,-373.284,513.993
08-01-04,-135.318,-360.856,-666.098,-11.596,194.44,-737.0616087,-19.66,-70.96360865,-8.064,1273.218,-373.558,514.304
09-01-04,-135.431,-361.141,-666.643,-11.607,194.556,-737.6723015,-19.695,-71.02930146,-8.088,1274.047,-373.832,514.615
10-01-04,-135.544,-361.426,-667.188,-11.618,194.672,-738.2829943,-19.73,-71.09499426,-8.112,1274.876,-374.106,514.926
11-01-04,-135.657,-361.711,-667.733,-11.629,194.788,-738.8936871,-19.765,-71.16068707,-8.136,1275.705,-374.38,515.237
12-01-04,-135.77,-361.996,-668.278,-11.64,194.904,-739.5043799,-19.8,-71.22637987,-8.16,1276.534,-374.654,515.548
13-01-04,-135.883,-362.281,-668.823,-11.651,195.02,-740.1150727,-19.835,-71.29207268,-8.184,1277.363,-374.928,515.859
14-01-04,-135.996,-362.566,-669.368,-11.662,195.136,-740.7257655,-19.87,-71.35776548,-8.208,1278.192,-375.202,516.17
15-01-04,-136.109,-362.851,-669.913,-11.673,195.252,-741.3364583,-19.905,-71.42345829,-8.232,1279.021,-375.476,516.481
16-01-04,-136.222,-363.136,-670.458,-11.684,195.368,-741.9471511,-19.94,-71.48915109,-8.256,1279.85,-375.75,516.792
17-01-04,-136.335,-363.421,-671.003,-11.695,195.484,-742.5578439,-19.975,-71.5548439,-8.28,1280.679,-376.024,517.103
18-01-04,-136.448,-363.706,-671.548,-11.706,195.6,-743.1685367,-20.01,-71.6205367,-8.304,1281.508,-376.298,517.414
19-01-04,-136.561,-363.991,-672.093,-11.717,195.716,-743.7792295,-20.045,-71.68622951,-8.328,1282.337,-376.572,517.725
20-01-04,-136.674,-364.276,-672.638,-11.728,195.832,-744.3899223,-20.08,-71.75192231,-8.352,1283.166,-376.846,518.036
21-01-04,-136.787,-364.561,-673.183,-11.739,195.948,-745.0006151,-20.115,-71.81761512,-8.376,1283.995,-377.12,518.347
22-01-04,-136.9,-364.846,-673.728,-11.75,196.064,-745.6113079,-20.15,-71.88330792,-8.4,1284.824,-377.394,518.658
23-01-04,-137.013,-365.131,-674.273,-11.761,196.18,-746.2220007,-20.185,-71.94900073,-8.424,1285.653,-377.668,518.969
24-01-04,-137.126,-365.416,-674.818,-11.772,196.296,-746.8326935,-20.22,-72.01469353,-8.448,1286.482,-377.942,519.28
25-01-04,-137.239,-365.701,-675.363,-11.783,196.412,-747.4433863,-20.255,-72.08038634,-8.472,1287.311,-378.216,519.591
26-01-04,-137.352,-365.986,-675.908,-11.794,196.528,-748.0540791,-20.29,-72.14607914,-8.496,1288.14,-378.49,519.902
27-01-04,-137.465,-366.271,-676.453,-11.805,196.644,-748.6647719,-20.325,-72.21177195,-8.52,1288.969,-378.764,520.213
28-01-04,-137.578,-366.556,-676.998,-11.816,196.76,-749.2754648,-20.36,-72.27746475,-8.544,1289.798,-379.038,520.524
29-01-04,-137.691,-366.841,-677.543,-11.827,196.876,-749.8861576,-20.395,-72.34315756,-8.568,1290.627,-379.312,520.835
30-01-04,-137.804,-367.126,-678.088,-11.838,196.992,-750.4968504,-20.43,-72.40885036,-8.592,1291.456,-379.586,521.146
31-01-04,-137.917,-367.411,-678.633,-11.849,197.108,-751.1075432,-20.465,-72.47454317,-8.616,1292.285,-379.86,521.457
01-02-04,-138.03,-367.696,-679.178,-11.86,197.224,-751.718236,-20.5,-72.54023597,-8.64,1293.114,-380.134,521.768
02-02-04,-138.143,-367.981,-679.723,-11.871,197.34,-752.3289288,-20.535,-72.60592878,-8.664,1293.943,-380.408,522.079
